poliza_id,edad_conductor,sexo,estado_civil,nivel_estudios,ocupacion,zona_residencia,region,antiguedad_cliente_anios,ingreso_mensual_mxn,score_crediticio,prima_mensual_mxn,suma_asegurada_mxn,deducible_pct,historial_siniestros_3_anios,km_anuales,edad_vehiculo_anios,tipo_vehiculo,uso_vehiculo,segmento_marca,metodo_pago,canal_venta,tiene_gps,asistencia_vial,mantenimiento_al_dia,dias_hasta_renovacion,puntaje_riesgo_zona,numero_siniestros_12m,costo_esperado_anual_mxn,riesgo_alto,clase_costo
POL-00815,53,Femenino,Soltero,Preparatoria,Profesor,Suburbana,Occidente,3.0,28290.0,671.0,350.0,201449.0,10,1,17222.0,12.1,SUV,Particular,Economico,Mensual,Agente,Si,No,Si,162,,0,4835,0,Medio
POL-00816,21,Masculino,Soltero,Licenciatura,,Urbana,Centro,7.8,46296.0,627.0,401.0,297531.0,10,1,19172.0,8.9,Compacto,Particular,Medio,Mensual,Agente,No,Si,Si,142,63.0,1,12085,1,Alto
POL-00817,43,Femenino,Soltero,Secundaria,Empleado,Urbana,Centro,5.3,42524.0,717.0,437.0,329550.0,5,0,5631.0,3.8,Compacto,Particular,Medio,Trimestral,Agente,Si,No,No,257,70.6,1,10643,0,Medio
POL-00818,52,Femenino,Casado,Licenciatura,Profesor,Urbana,Norte,1.0,18803.0,604.0,350.0,214412.0,15,0,9333.0,10.8,Sedan,Particular,Economico,Anual,Broker,No,Si,Si,244,70.8,0,1503,0,Bajo
POL-00819,41,Masculino,Soltero,Posgrado,Empleado,Rural,Bajio,2.0,44969.0,640.0,465.0,218213.0,10,0,20385.0,6.3,Sedan,Particular,Economico,Trimestral,Agente,No,Si,No,149,22.1,0,3695,0,Bajo
POL-00820,54,Femenino,Casado,Preparatoria,Independiente,Suburbana,Centro,2.8,14855.0,709.0,533.0,342058.0,5,0,20318.0,9.9,Sedan,Trabajo,Medio,Anual,Online,Si,Si,Si,111,44.7,1,10896,0,Medio
POL-00821,33,Femenino,Viudo,Licenciatura,Estudiante,Urbana,Occidente,6.6,36709.0,738.0,350.0,220254.0,10,0,6983.0,7.0,SUV,Trabajo,Economico,Mensual,Online,No,No,Si,98,71.7,0,2421,0,Bajo
POL-00822,58,Masculino,Casado,Preparatoria,Estudiante,Urbana,Occidente,7.3,59551.0,611.0,500.0,214391.0,15,0,19873.0,13.8,SUV,Particular,Economico,Trimestral,Online,No,No,Si,102,65.5,0,15127,1,Alto
POL-00823,70,Masculino,Soltero,Preparatoria,Independiente,Urbana,Bajio,9.6,,797.0,350.0,152681.0,3,0,16024.0,2.6,Compacto,Particular,Economico,Anual,Agente,Si,No,Si,210,70.5,0,2807,0,Bajo
POL-00824,35,Femenino,Casado,Preparatoria,Empleado,Urbana,Centro,2.8,23318.0,673.0,670.0,218752.0,15,1,19796.0,4.8,Pickup,Particular,Economico,Mensual,Agente,No,No,No,11,65.7,0,3224,0,Bajo
POL-00825,34,Femenino,Soltero,Licenciatura,Empleado,Urbana,Occidente,4.7,18330.0,572.0,350.0,172404.0,3,0,12010.0,7.7,Sedan,Particular,Economico,Anual,Agente,Si,No,No,225,74.8,0,2745,0,Bajo
POL-00826,59,Femenino,Divorciado,Posgrado,Empleado,Suburbana,Occidente,0.5,9491.0,678.0,586.0,503428.0,5,0,19049.0,5.9,Pickup,Particular,Medio,Mensual,Agente,Si,No,Si,300,50.9,0,6688,0,Medio
POL-00827,61,Masculino,Casado,Posgrado,Independiente,Urbana,Occidente,3.3,26097.0,621.0,421.0,263811.0,10,0,20141.0,3.0,Sedan,Particular,Medio,Trimestral,Agente,No,Si,Si,147,,0,5677,0,Medio
POL-00828,33,Femenino,Casado,Secundaria,Estudiante,Rural,Bajio,1.1,,683.0,1354.0,265985.0,10,0,13568.0,13.0,Sedan,Taxi/Plataforma,Medio,Anual,Agente,Si,Si,No,178,34.2,0,2999,0,Bajo
POL-00829,35,Femenino,Casado,Licenciatura,Empresario,Urbana,Sur,2.3,14222.0,647.0,350.0,198864.0,10,1,15598.0,5.2,Sedan,Particular,Economico,Mensual,Online,No,Si,No,6,64.0,0,2812,0,Bajo
POL-00830,36,Masculino,Casado,Licenciatura,Estudiante,Suburbana,Centro,4.0,11429.0,656.0,350.0,172593.0,5,0,11933.0,9.3,Sedan,Particular,Economico,Mensual,Agente,No,Si,Si,151,,0,4092,0,Bajo
POL-00831,23,Masculino,Casado,Preparatoria,Empleado,Suburbana,Occidente,1.2,17079.0,582.0,556.0,317471.0,10,0,24584.0,7.4,SUV,Particular,Medio,Mensual,Agente,No,No,Si,322,53.1,0,4597,0,Bajo
POL-00832,28,Femenino,Soltero,Secundaria,Empleado,Urbana,Norte,0.2,21664.0,724.0,350.0,223350.0,10,0,14839.0,8.4,SUV,Particular,Economico,Mensual,Agente,No,No,Si,69,62.8,0,2231,0,Bajo
POL-00833,27,Masculino,Casado,Preparatoria,Empleado,Urbana,Norte,0.0,25573.0,563.0,350.0,175645.0,5,0,10429.0,2.5,Sedan,Particular,Economico,Mensual,Agente,No,No,No,352,63.2,0,3215,0,Bajo
POL-00834,30,Masculino,Divorciado,Posgrado,Empleado,Urbana,Norte,0.1,15812.0,567.0,1589.0,307666.0,5,0,11563.0,5.3,Deportivo,Trabajo,Economico,Mensual,Agente,No,Si,No,52,59.4,0,8379,0,Medio
POL-00835,40,Femenino,Casado,Licenciatura,Empleado,Urbana,Norte,0.0,,678.0,350.0,244297.0,10,0,16197.0,8.6,SUV,Particular,,Anual,Agente,Si,No,Si,161,61.3,0,5642,0,Medio
POL-00836,43,Femenino,Divorciado,Licenciatura,Otro,Urbana,Norte,0.5,19620.0,770.0,2060.0,553903.0,5,0,19643.0,9.3,Sedan,Taxi/Plataforma,Premium,Mensual,Online,No,Si,Si,92,64.9,0,10257,0,Medio
POL-00837,60,Masculino,Soltero,Preparatoria,Independiente,Urbana,Bajio,1.1,14265.0,624.0,542.0,320499.0,5,0,8153.0,8.8,Sedan,Particular,Medio,Mensual,Agente,No,No,Si,150,48.8,0,6760,0,Medio
POL-00838,27,Femenino,Casado,Licenciatura,Estudiante,Urbana,Centro,1.0,24916.0,703.0,482.0,219375.0,3,0,25662.0,3.4,SUV,Particular,Economico,Anual,Broker,No,Si,No,57,46.6,0,4500,0,Bajo
POL-00839,53,Masculino,Casado,Secundaria,Empleado,Rural,Bajio,17.3,64780.0,731.0,1785.0,578620.0,10,0,17198.0,1.7,Deportivo,Particular,Medio,Anual,Agente,No,No,No,195,42.5,0,10027,0,Medio
POL-00840,37,Femenino,Casado,Preparatoria,,Urbana,Occidente,1.5,26453.0,711.0,350.0,182772.0,5,1,18066.0,2.3,SUV,Particular,Economico,Trimestral,Broker,No,No,No,324,42.8,1,7004,0,Medio
POL-00841,39,Femenino,Casado,Licenciatura,,Rural,Occidente,0.5,18020.0,627.0,350.0,143699.0,5,1,14965.0,5.5,Compacto,Particular,Economico,Trimestral,Banco,No,No,Si,207,40.5,0,3065,0,Bajo
POL-00842,49,Femenino,Soltero,Secundaria,Estudiante,Urbana,Sur,3.2,9497.0,568.0,350.0,225534.0,5,0,15606.0,5.8,SUV,Particular,Economico,Mensual,Online,No,Si,Si,302,62.0,0,3593,0,Bajo
POL-00843,25,Femenino,Soltero,Licenciatura,Independiente,Suburbana,Norte,7.8,19499.0,484.0,350.0,426838.0,3,0,14684.0,5.5,SUV,Particular,Medio,Mensual,Broker,No,Si,No,298,54.3,1,12672,1,Alto
POL-00844,45,Femenino,Casado,Preparatoria,Independiente,Urbana,Norte,4.5,25034.0,630.0,1135.0,280807.0,5,0,21098.0,2.6,SUV,Taxi/Plataforma,Economico,Mensual,Agente,Si,Si,Si,61,59.6,0,5288,0,Medio
POL-00845,42,Femenino,Soltero,Licenciatura,Independiente,Urbana,Norte,1.4,17776.0,738.0,350.0,267675.0,5,0,15456.0,3.9,Pickup,Particular,Economico,Trimestral,Agente,No,Si,Si,194,77.6,1,16475,1,Alto
POL-00846,46,Masculino,Casado,Preparatoria,Estudiante,Suburbana,Norte,3.3,8803.0,566.0,381.0,237802.0,5,0,19719.0,12.9,SUV,Particular,Economico,Mensual,Agente,Si,No,Si,54,56.8,0,4386,0,Bajo
POL-00847,44,No especificado,Soltero,Licenciatura,Empleado,Urbana,Bajio,5.0,13780.0,703.0,351.0,178219.0,5,1,13114.0,6.7,Compacto,Particular,Economico,Trimestral,Agente,No,No,No,362,52.9,0,1790,0,Bajo
POL-00848,72,Masculino,Soltero,Secundaria,Independiente,Suburbana,Sur,5.2,48962.0,,460.0,308543.0,15,0,16576.0,5.3,Sedan,Particular,Medio,Mensual,Agente,Si,Si,Si,48,47.7,0,5125,0,Medio
POL-00849,32,Masculino,Casado,Secundaria,Empleado,Suburbana,Centro,4.4,48412.0,658.0,532.0,481996.0,3,0,11078.0,12.8,SUV,Particular,Medio,Mensual,Online,Si,No,Si,105,62.2,0,5795,0,Medio
POL-00850,33,Femenino,Casado,Posgrado,Empleado,Urbana,Centro,8.2,13509.0,703.0,742.0,457500.0,10,1,22191.0,14.4,SUV,Particular,Medio,Mensual,Agente,Si,No,Si,77,59.4,1,15716,1,Alto
POL-00851,32,Masculino,Divorciado,Preparatoria,Empleado,Urbana,Norte,8.2,31851.0,601.0,850.0,379160.0,10,0,10914.0,4.1,SUV,Particular,Medio,Anual,Agente,Si,Si,Si,283,64.6,0,6596,0,Medio
POL-00852,33,Femenino,Casado,Licenciatura,Empleado,Suburbana,Centro,3.5,11506.0,663.0,1052.0,818806.0,5,1,13713.0,6.8,Sedan,Particular,Premium,Mensual,Agente,No,Si,Si,56,61.2,0,16664,1,Alto
POL-00853,32,Masculino,Soltero,Posgrado,Otro,Urbana,Occidente,2.2,47628.0,619.0,350.0,237397.0,5,0,13768.0,2.0,SUV,Trabajo,Economico,Mensual,Online,No,No,Si,168,,0,4384,0,Bajo
POL-00854,55,No especificado,Casado,Secundaria,Empresario,Suburbana,Centro,4.1,25177.0,703.0,411.0,292732.0,15,0,13553.0,1.6,SUV,Particular,Economico,Mensual,Broker,No,No,No,206,59.0,0,4222,0,Bajo
POL-00855,58,Masculino,Casado,Preparatoria,Independiente,Rural,Occidente,6.8,37090.0,,875.0,252004.0,5,3,19474.0,4.7,Pickup,Particular,Economico,Mensual,Online,No,Si,Si,259,34.7,1,16322,1,Alto
POL-00856,33,No especificado,Soltero,Licenciatura,Estudiante,Urbana,Centro,0.0,8565.0,654.0,350.0,143023.0,3,1,13758.0,2.5,Compacto,Particular,Economico,Trimestral,Agente,Si,Si,Si,275,41.9,0,3522,0,Bajo
POL-00857,29,Masculino,Casado,Posgrado,Estudiante,Urbana,Norte,19.3,31936.0,767.0,350.0,221618.0,5,0,23167.0,3.9,Pickup,Trabajo,Economico,Mensual,Agente,No,Si,No,344,74.8,0,2847,0,Bajo
POL-00858,46,Femenino,Divorciado,Posgrado,Empleado,Suburbana,Occidente,0.8,21907.0,,350.0,172478.0,5,0,10998.0,6.4,Sedan,Particular,Economico,Mensual,Banco,No,No,Si,162,53.5,0,2944,0,Bajo
POL-00859,33,Femenino,Casado,Preparatoria,Empleado,Urbana,Occidente,2.5,35149.0,598.0,1684.0,302532.0,10,0,16432.0,11.3,Deportivo,Particular,Economico,Anual,Agente,No,Si,Si,243,69.0,0,6633,0,Medio
POL-00860,48,Masculino,Soltero,Licenciatura,Otro,Urbana,Bajio,8.2,36387.0,644.0,350.0,316831.0,10,0,11233.0,6.9,Compacto,Particular,Medio,Mensual,Broker,No,Si,Si,249,56.3,0,8094,0,Medio
POL-00861,43,Femenino,Soltero,Secundaria,Empleado,Urbana,Bajio,1.0,22811.0,644.0,803.0,647744.0,3,0,17815.0,4.2,Sedan,Particular,Premium,Mensual,Agente,Si,No,No,308,56.9,0,12200,1,Alto
POL-00862,20,Masculino,Soltero,Posgrado,Empleado,Urbana,Norte,2.6,15809.0,656.0,466.0,148305.0,5,1,15412.0,14.9,Sedan,Particular,Economico,Mensual,Agente,No,No,No,38,74.2,0,2243,0,Bajo
POL-00863,60,No especificado,Casado,Posgrado,Empleado,Urbana,Centro,0.6,33780.0,839.0,471.0,184660.0,5,0,14647.0,5.7,Sedan,Particular,Economico,Mensual,Broker,No,No,Si,308,66.9,0,1851,0,Bajo
POL-00864,63,Femenino,Casado,Secundaria,Independiente,Urbana,Bajio,2.0,21284.0,678.0,857.0,406070.0,15,1,22037.0,9.4,SUV,Particular,Medio,Mensual,Broker,No,Si,Si,120,64.1,0,8935,0,Medio
POL-00865,32,Masculino,Soltero,Preparatoria,Empleado,Suburbana,Bajio,0.8,13613.0,497.0,350.0,144634.0,5,0,11901.0,9.8,Compacto,Particular,Economico,Trimestral,Online,No,Si,No,85,51.8,0,2088,0,Bajo
POL-00866,35,Masculino,Divorciado,Secundaria,Empleado,Urbana,Sur,1.8,13263.0,609.0,743.0,157993.0,10,1,18726.0,5.2,Compacto,Trabajo,Economico,Trimestral,Agente,Si,No,Si,98,77.1,0,721,0,Bajo
POL-00867,44,Masculino,Casado,Preparatoria,Empleado,Urbana,Centro,1.9,,505.0,350.0,152192.0,5,1,11271.0,0.8,Compacto,Particular,Economico,Mensual,Banco,No,No,No,245,70.8,0,6731,0,Medio
POL-00868,44,Masculino,Casado,Licenciatura,Profesor,Rural,Bajio,19.9,16616.0,625.0,998.0,345286.0,10,1,16120.0,1.6,Sedan,Particular,Medio,Trimestral,Agente,Si,No,Si,347,38.2,1,30849,1,Alto
POL-00869,49,Masculino,Casado,Preparatoria,Estudiante,Suburbana,Centro,21.0,40347.0,501.0,350.0,428573.0,5,0,8924.0,3.6,SUV,Trabajo,Medio,Mensual,Agente,Si,No,Si,207,38.8,0,8856,0,Medio
POL-00870,66,Masculino,Soltero,Secundaria,Profesor,Suburbana,Sur,0.5,24260.0,585.0,350.0,334324.0,10,0,11856.0,3.7,Sedan,Trabajo,Medio,Mensual,Agente,No,No,Si,112,54.7,0,5311,0,Medio
POL-00871,38,Masculino,Casado,Preparatoria,Empresario,Urbana,Bajio,5.2,16439.0,536.0,350.0,154022.0,5,0,15048.0,5.3,Sedan,Particular,Economico,Anual,Online,No,No,Si,82,57.6,1,8661,0,Medio
POL-00872,30,Femenino,Casado,Posgrado,Empleado,Suburbana,Centro,0.2,34251.0,679.0,551.0,313357.0,10,1,25481.0,4.7,Pickup,Particular,Economico,Mensual,Banco,No,Si,Si,64,40.5,0,6092,0,Medio
POL-00873,22,Femenino,Casado,Licenciatura,Empresario,Urbana,Bajio,0.1,13918.0,650.0,947.0,149342.0,5,1,16054.0,4.8,Sedan,Trabajo,Economico,Mensual,Agente,No,No,Si,0,75.5,0,2535,0,Bajo
POL-00874,30,Masculino,Casado,Preparatoria,Estudiante,Urbana,Norte,0.4,23185.0,673.0,942.0,864051.0,10,1,24601.0,5.5,Pickup,Particular,Premium,Anual,Broker,No,No,Si,173,72.0,1,21719,1,Alto
POL-00875,40,Femenino,Soltero,Secundaria,Otro,Urbana,Bajio,13.5,19930.0,642.0,571.0,378832.0,5,0,16712.0,6.2,Pickup,Particular,Medio,Mensual,Agente,Si,Si,Si,249,68.1,0,9402,0,Medio
POL-00876,63,Masculino,Divorciado,Posgrado,Empleado,Urbana,Norte,11.3,33770.0,545.0,1085.0,160453.0,3,0,13371.0,1.7,Compacto,Taxi/Plataforma,Economico,Mensual,Agente,Si,No,Si,225,55.1,0,3431,0,Bajo
POL-00877,33,Masculino,Soltero,Licenciatura,Empleado,Suburbana,Bajio,0.9,9240.0,689.0,604.0,325359.0,5,0,23966.0,6.1,Sedan,Particular,Medio,Trimestral,Online,No,Si,Si,283,64.3,0,2841,0,Bajo
POL-00878,43,Femenino,Divorciado,Preparatoria,Empleado,Urbana,Centro,0.7,13783.0,794.0,350.0,149933.0,5,1,17904.0,8.0,Compacto,Particular,Economico,Trimestral,Banco,No,No,No,83,73.2,0,2892,0,Bajo
POL-00879,40,Masculino,Viudo,Secundaria,Estudiante,Suburbana,Occidente,1.1,8935.0,681.0,2395.0,1403735.0,5,0,11965.0,15.0,Deportivo,Particular,Premium,Anual,Broker,No,Si,No,238,47.6,0,21810,1,Alto
POL-00880,55,Masculino,Soltero,Secundaria,Otro,Suburbana,Occidente,2.9,19073.0,618.0,851.0,310698.0,5,2,18088.0,6.0,Compacto,Trabajo,Medio,Mensual,Banco,No,Si,Si,27,45.9,0,5437,0,Medio
POL-00881,73,Masculino,Casado,Secundaria,Estudiante,Suburbana,Occidente,3.4,42834.0,543.0,350.0,147111.0,5,0,13891.0,9.0,Compacto,Particular,Economico,Mensual,Agente,Si,No,Si,286,50.6,0,2805,0,Bajo
POL-00882,33,Femenino,Soltero,Licenciatura,Independiente,Urbana,Centro,1.0,16661.0,582.0,1070.0,475764.0,5,1,4560.0,7.6,Pickup,Particular,Medio,Mensual,Broker,Si,Si,Si,327,61.2,0,9521,0,Medio
POL-00883,34,Femenino,Casado,Posgrado,Empleado,Suburbana,Occidente,5.7,16613.0,684.0,650.0,482618.0,5,0,20648.0,3.3,SUV,Particular,Medio,Mensual,Broker,No,Si,Si,303,67.7,0,3936,0,Bajo
POL-00884,54,Femenino,Casado,Preparatoria,Otro,Urbana,Centro,1.5,35534.0,730.0,880.0,277334.0,5,3,21522.0,6.2,Pickup,Particular,Economico,Mensual,Agente,No,Si,Si,281,61.9,1,14829,1,Alto
POL-00885,49,Masculino,Casado,Licenciatura,Empleado,Urbana,Occidente,10.2,39597.0,670.0,758.0,424996.0,3,2,25609.0,12.2,Pickup,Trabajo,Medio,Trimestral,Online,Si,No,Si,182,56.5,0,8471,0,Medio
POL-00886,64,Femenino,Divorciado,Preparatoria,Empleado,Rural,Centro,4.3,20954.0,710.0,427.0,356948.0,5,0,17822.0,11.8,Pickup,Particular,Medio,Mensual,Online,Si,No,No,344,54.7,0,5795,0,Medio
POL-00887,48,Masculino,Casado,Licenciatura,Empleado,Urbana,Bajio,2.3,32061.0,703.0,350.0,159078.0,10,1,14132.0,11.8,Compacto,Particular,Economico,Mensual,Agente,Si,No,Si,134,60.4,0,5147,0,Medio
POL-00888,35,Femenino,Casado,Licenciatura,Independiente,Urbana,Centro,6.2,12167.0,688.0,987.0,433416.0,5,1,20092.0,21.4,SUV,Trabajo,Medio,Mensual,Broker,Si,No,Si,360,71.3,0,10888,0,Medio
POL-00889,48,Femenino,Casado,Secundaria,Estudiante,Rural,Centro,6.8,46943.0,601.0,638.0,291770.0,10,1,20174.0,8.0,Sedan,Particular,Medio,Anual,Agente,No,No,No,56,47.4,0,4462,0,Bajo
POL-00890,54,Masculino,Divorciado,Preparatoria,Empleado,Urbana,Centro,1.4,71724.0,663.0,350.0,225610.0,5,0,24511.0,4.2,SUV,Particular,Economico,Anual,Online,No,Si,Si,114,64.5,0,5298,0,Medio
POL-00891,51,Masculino,Soltero,Licenciatura,Empleado,Suburbana,Norte,1.7,29304.0,586.0,624.0,178218.0,15,1,15255.0,8.1,Sedan,Particular,Economico,Anual,Agente,No,Si,Si,185,42.2,0,3479,0,Bajo
POL-00892,47,Femenino,Viudo,Secundaria,Independiente,Urbana,Centro,11.0,6991.0,651.0,350.0,472477.0,3,0,14589.0,3.0,SUV,Trabajo,Medio,Mensual,Online,No,Si,Si,0,64.6,0,11728,1,Alto
POL-00893,54,Femenino,Soltero,Preparatoria,Empleado,Urbana,Occidente,0.7,16184.0,675.0,350.0,224846.0,10,0,11565.0,7.3,Sedan,Particular,Economico,Mensual,Banco,No,No,No,337,55.6,1,7269,0,Medio
POL-00894,55,Femenino,Casado,Preparatoria,Independiente,Urbana,Bajio,0.2,30818.0,776.0,470.0,460582.0,5,0,18456.0,2.9,SUV,Particular,Medio,Mensual,Agente,Si,No,Si,28,64.8,1,15989,1,Alto
POL-00895,58,Femenino,Soltero,Posgrado,Empleado,Urbana,Sur,2.4,17448.0,552.0,552.0,151437.0,3,2,6985.0,3.6,Compacto,Particular,Economico,Trimestral,Agente,No,Si,Si,231,71.2,1,5303,0,Medio
POL-00896,48,Masculino,Soltero,Preparatoria,Profesor,Urbana,Occidente,6.5,44290.0,686.0,447.0,258224.0,5,0,19768.0,1.6,SUV,Particular,Economico,Mensual,Broker,No,Si,No,149,78.7,1,12318,1,Alto
POL-00897,38,Femenino,Casado,Licenciatura,Otro,Suburbana,Centro,5.9,30403.0,,350.0,194574.0,5,0,18733.0,7.0,Sedan,Particular,Economico,Mensual,Banco,Si,Si,Si,189,41.3,0,2593,0,Bajo
POL-00898,42,Femenino,Casado,Preparatoria,Empleado,Urbana,Occidente,10.1,14917.0,707.0,725.0,396421.0,5,2,18718.0,11.5,SUV,Trabajo,,Mensual,Online,No,Si,No,269,63.0,0,6430,0,Medio
POL-00899,56,Femenino,Casado,Licenciatura,Empleado,Rural,Centro,3.0,22394.0,712.0,350.0,411335.0,5,0,16260.0,6.0,Sedan,Particular,Medio,Mensual,Agente,No,No,Si,247,37.8,0,5134,0,Medio
POL-00900,29,Masculino,Soltero,Licenciatura,Empleado,Urbana,Sur,0.4,13456.0,694.0,350.0,205930.0,10,0,23931.0,5.5,SUV,Particular,Economico,Mensual,Agente,Si,No,No,326,67.2,1,7435,0,Medio
POL-00901,45,No especificado,Casado,Posgrado,Estudiante,Urbana,Centro,3.6,19898.0,747.0,473.0,241911.0,5,0,20296.0,3.7,SUV,Particular,Economico,Mensual,Banco,Si,No,No,194,52.8,0,3526,0,Bajo
POL-00902,35,Femenino,Divorciado,Preparatoria,Empleado,Suburbana,Norte,6.0,16216.0,568.0,676.0,300831.0,5,1,12161.0,9.5,Compacto,Particular,Medio,Mensual,Banco,No,Si,Si,254,42.6,0,6826,0,Medio
POL-00903,40,Masculino,Casado,Licenciatura,Independiente,Rural,Norte,0.4,41979.0,546.0,350.0,173896.0,10,1,12260.0,10.4,Sedan,Particular,Economico,Mensual,Agente,No,No,Si,78,28.5,0,4348,0,Bajo
POL-00904,57,Femenino,Soltero,Licenciatura,Empleado,Urbana,Bajio,0.8,70446.0,650.0,402.0,259864.0,10,1,10662.0,2.0,Pickup,Trabajo,Economico,Mensual,Online,No,Si,No,362,53.5,0,5197,0,Medio
POL-00905,42,Femenino,Casado,Preparatoria,Otro,Suburbana,Centro,0.0,10013.0,488.0,641.0,171382.0,3,2,18532.0,6.3,Compacto,Particular,Economico,Trimestral,Agente,Si,Si,Si,97,44.7,0,896,0,Bajo
POL-00906,41,Masculino,Soltero,Secundaria,Empleado,Suburbana,Occidente,3.6,7639.0,742.0,1724.0,333652.0,10,0,9999.0,9.3,Deportivo,Particular,Economico,Mensual,Agente,No,No,Si,149,63.4,0,2220,0,Bajo
POL-00907,22,Masculino,Casado,Secundaria,Independiente,Urbana,Centro,8.7,19225.0,742.0,590.0,190501.0,5,0,21459.0,4.2,Sedan,Particular,Economico,Trimestral,Online,Si,Si,No,273,67.8,1,10680,0,Medio
POL-00908,50,Masculino,Casado,Secundaria,Empleado,Rural,Occidente,4.4,9544.0,617.0,561.0,227865.0,3,1,22776.0,1.8,SUV,Trabajo,Economico,Mensual,Agente,No,Si,Si,301,42.5,0,2980,0,Bajo
POL-00909,48,Masculino,Casado,Licenciatura,Empleado,Urbana,Bajio,16.1,22566.0,622.0,350.0,198078.0,5,0,10665.0,2.8,Sedan,Particular,Economico,Mensual,Agente,Si,Si,Si,337,75.8,0,2242,0,Bajo
POL-00910,68,Femenino,Soltero,Preparatoria,Empleado,Suburbana,Norte,0.3,33214.0,645.0,350.0,389159.0,3,0,14479.0,12.5,SUV,Trabajo,Medio,Trimestral,Online,No,No,Si,122,53.1,0,9495,0,Medio
POL-00911,36,Masculino,Casado,Secundaria,Empleado,Rural,Occidente,9.3,50040.0,,1354.0,173390.0,5,1,15591.0,10.2,Sedan,Taxi/Plataforma,,Anual,Online,Si,No,Si,97,45.8,0,2358,0,Bajo
POL-00912,43,Femenino,Casado,Licenciatura,Empleado,Suburbana,Bajio,6.7,24577.0,660.0,1641.0,272672.0,5,0,20362.0,11.0,Compacto,Taxi/Plataforma,Medio,Mensual,Banco,Si,No,Si,163,46.2,0,3276,0,Bajo
POL-00913,43,Masculino,Casado,Preparatoria,Independiente,Urbana,Occidente,1.5,19783.0,692.0,704.0,368839.0,5,0,24351.0,2.3,Sedan,Trabajo,Medio,Mensual,Online,Si,No,Si,45,59.9,0,5954,0,Medio
POL-00914,61,Femenino,Casado,Preparatoria,Otro,Urbana,Occidente,14.5,7411.0,637.0,398.0,182439.0,5,1,6230.0,9.3,SUV,Particular,Economico,Mensual,Online,Si,Si,No,358,54.5,0,2755,0,Bajo
POL-00915,39,Masculino,Casado,Secundaria,Empleado,Rural,Occidente,1.4,66957.0,721.0,434.0,358648.0,10,0,13750.0,13.0,SUV,Trabajo,Medio,Mensual,Agente,Si,Si,Si,238,37.2,0,6622,0,Medio
POL-00916,44,Femenino,Casado,Posgrado,Estudiante,Urbana,Occidente,8.8,22880.0,683.0,1688.0,425743.0,5,1,14037.0,3.6,Deportivo,Particular,Economico,Mensual,Agente,No,Si,Si,229,62.8,0,8389,0,Medio
POL-00917,48,Femenino,Casado,Licenciatura,Empleado,Urbana,Centro,8.5,31264.0,604.0,350.0,251158.0,10,0,7796.0,4.9,Pickup,Trabajo,Economico,Mensual,Online,No,No,No,292,67.8,1,14110,1,Alto
POL-00918,42,Masculino,Divorciado,Licenciatura,Empleado,Suburbana,Sur,5.7,14900.0,750.0,773.0,619014.0,10,1,12832.0,6.5,Sedan,Particular,Premium,Mensual,Agente,No,Si,Si,243,,0,10459,0,Medio
POL-00919,34,Femenino,Casado,Preparatoria,Empleado,Urbana,Norte,3.3,17318.0,548.0,614.0,352025.0,10,1,17853.0,7.1,Sedan,Particular,Medio,Mensual,Banco,No,No,Si,17,62.1,0,9416,0,Medio
POL-00920,43,Masculino,Casado,Licenciatura,,Urbana,Centro,0.5,9759.0,643.0,737.0,591564.0,10,0,13967.0,4.3,Sedan,Particular,Premium,Trimestral,Online,Si,Si,No,170,57.7,0,10567,0,Medio
POL-00921,54,Femenino,Soltero,Secundaria,Otro,Urbana,Sur,3.0,6239.0,723.0,568.0,211340.0,5,1,7005.0,9.9,Compacto,Trabajo,,Trimestral,Agente,No,No,Si,359,68.2,1,14948,1,Alto
POL-00922,27,Femenino,Casado,Secundaria,Otro,Urbana,Norte,1.8,11958.0,596.0,534.0,253569.0,5,0,31307.0,7.8,Pickup,Particular,Economico,Mensual,Online,Si,No,Si,156,61.0,0,1338,0,Bajo
POL-00923,42,Femenino,Casado,Secundaria,Empleado,Suburbana,Centro,6.3,9275.0,673.0,350.0,206109.0,5,0,16964.0,3.1,SUV,Particular,Economico,Anual,Broker,No,Si,Si,203,52.8,0,500,0,Bajo
POL-00924,31,Femenino,Soltero,Licenciatura,Profesor,Suburbana,Occidente,5.7,26476.0,691.0,453.0,182203.0,5,2,16114.0,9.5,Sedan,Trabajo,Economico,Trimestral,Agente,No,No,Si,145,34.7,0,1443,0,Bajo
POL-00925,56,Masculino,Soltero,Preparatoria,Independiente,Urbana,Bajio,9.7,16545.0,585.0,350.0,282967.0,3,1,9461.0,5.2,Compacto,Particular,Medio,Mensual,Agente,No,Si,No,142,67.7,0,5714,0,Medio
POL-00926,20,Femenino,Casado,Preparatoria,Empleado,Suburbana,Bajio,0.1,16363.0,645.0,507.0,439430.0,5,0,16934.0,8.0,Pickup,Particular,Medio,Mensual,Banco,Si,Si,Si,186,56.0,0,8556,0,Medio
POL-00927,33,Masculino,Casado,Secundaria,Empleado,Rural,Bajio,6.6,12802.0,638.0,1304.0,469200.0,15,0,14597.0,3.3,Deportivo,Particular,Medio,Trimestral,Agente,Si,Si,Si,121,47.0,0,8412,0,Medio
